team_strength,enemy_strength,num_heroes,num_enemies,has_time_stone,has_surprise_element,terrain_advantage,team_coordination,enemy_mind_state,intel_accuracy,has_ironman,previous_failures,sacrifice_possible,diversion_success_rate,strategic_plan_complexity,universe_variability,enemy_stone_count,simulation_number,outcome
69.93428306022466,68.64360476965945,4,2,0,1,unknown,0.12020590177249879,aggressive,0.6547909202749187,0,3,0,0.7828683778051364,8.278652189082491,0.6474500095368314,2,1,0
57.23471397657631,68.19878837424218,3,2,0,0,space,9.553672807311738,defensive,0.1427144847281061,1,8,1,0.22783589406927818,0.09100092384621283,0.3110731788483525,2,2,0
,48.06535241054978,9,4,0,0,unknown,4.97779911971053,neutral,0.392511366015566,0,6,0,0.027714921070371323,9.683747387389186,0.5507684916267621,6,3,0
90.46059712816052,70.04864712447844,7,1,1,0,earth,8.362683982918377,neutral,0.5665942702381936,1,4,1,0.1933370658744179,3.7602494008747165,0.7074068256126173,1,4,1
55.31693250553328,85.99243622732618,4,2,1,0,space,5.484581420368935,neutral,0.05037417142394174,0,5,0,0.4004949103806411,5.9569835928335335,0.022629251010665374,3,5,0
55.317260861016386,55.88651821384808,9,2,1,0,unknown,,defensive,0.15330834485452738,0,0,1,0.24168231952508745,0.34325372308431135,0.9198324562933577,2,6,0
91.58425631014782,90.72723976575888,8,4,0,1,earth,6.155695821319467,aggressive,0.32040882505224644,1,9,1,0.7222226230471334,7.089003214048351,0.7172308181585634,1,7,1
75.34869458305818,82.31662231626507,3,4,0,0,earth,9.974002763196093,aggressive,0.46232008577186134,1,4,0,0.7891793640884618,5.437006803198468,0.39225413872800097,4,8,0
50.610512281300956,63.98650017043443,7,3,1,1,unknown,0.3473778264594307,defensive,0.8584872939214344,0,3,1,0.24050316594397603,9.603651285246798,0.9322627449536042,5,9,1
70.8512008717193,72.87705543993229,6,3,1,1,space,8.417941975150441,aggressive,0.18727308835398215,1,4,1,0.26862254815330766,4.225307004908984,0.055847766320973546,6,10,0
50.73164614375075,98.9748271146155,8,1,1,1,unknown,2.3548079565076496,aggressive,0.34747095050252563,0,9,0,0.5600725895805349,7.218731540660962,0.7541816069559278,4,11,0
50.68540492859486,86.00321720258799,4,1,0,0,earth,3.9386622271218563,neutral,0.4757762362801806,0,6,0,0.7525154664661579,0.7422778477058545,0.5262877360031476,3,12,0
64.83924543132068,75.13175482347222,6,1,0,0,unknown,3.7270951177289535,defensive,0.29577855598936875,1,5,1,0.9593689734830171,0.6453106520193963,0.6647894803869804,1,13,0
21.73439510684404,71.43475024558524,5,1,0,0,earth,8.987971942691196,aggressive,0.6257477787208708,1,4,0,0.3005514845744788,9.490076877905993,0.47139068439407505,6,14,0
25.501643349739346,76.14913605677489,8,2,1,0,space,5.044861888318382,defensive,0.2566024347759701,1,5,0,0.9110711079052278,2.5330458817564736,0.14723076620044884,1,15,1
48.754249415180546,67.32354663086545,8,4,0,0,unknown,4.4717428683442755,neutral,0.7723504211132434,1,5,0,0.18175990152167232,9.123949841569331,0.260792780229418,1,16,0
39.74337759331152,43.42875741421478,7,3,0,1,space,8.180251088367763,neutral,0.5051540948511833,0,6,1,0.04105996586720029,0.876233237363766,0.4630436189199266,0,17,0
66.28494665190547,100.0,7,2,0,1,unknown,0.4890713430494775,aggressive,0.0863048834611102,1,3,1,0.7924935002462666,6.377392192216056,0.9188402637743815,2,18,0
41.83951848957578,77.32987498799102,4,4,0,1,earth,0.8645631509522378,defensive,0.6269988952319576,0,4,0,0.47861416235053766,5.51583779222034,0.06832249557161985,1,19,0
31.75392597329417,80.97220897683806,8,4,0,0,space,0.21688856876289297,defensive,0.5692435037987573,1,1,1,0.07685594295745601,9.661784796585014,0.10470880162020701,0,20,1
89.31297537843108,74.13138375184637,7,2,0,0,earth,6.879829040075506,neutral,0.3385973542066727,1,2,0,0.07110606754778681,4.040129999096007,0.1527087625124003,6,21,0
55.48447399026929,63.97324798913118,5,2,0,0,unknown,5.256161370791812,neutral,0.011157078389021358,1,4,1,0.013618517411149611,0.48406655652637576,0.6321207790657777,0,22,1
61.35056409375848,72.21113278576844,9,3,0,0,earth,8.760221258682826,neutral,0.20070154217437253,1,4,0,0.3063250839176186,4.74078640677159,0.3663050705712886,5,23,0
31.505036275730866,51.00907856708533,9,1,0,1,unknown,4.985329029726056,aggressive,0.40570952888235257,0,6,1,0.7353633371298964,8.241854827611636,0.14924393919760126,4,24,0
49.11234550949635,100.0,9,1,1,0,space,2.2181957276199418,defensive,0.19991403379329742,0,3,0,0.6653138903369878,0.5246539289046304,0.12196497085041458,5,25,0
62.21845179419732,56.48232002366406,7,3,0,0,earth,8.051473731044162,aggressive,0.5774911209396778,0,6,0,0.9996677890815394,0.3619485333075878,0.6741605792728772,6,26,0
36.980128451553945,59.52050574229231,8,3,0,1,earth,2.9432385423262284,defensive,0.7123248939262568,1,5,1,0.5939315309478335,8.217512755171223,0.46259073158756936,2,27,0
67.51396036691344,68.39611193420399,9,1,0,0,unknown,9.35689782152209,neutral,0.8560176567508356,1,0,0,0.11047225231858626,8.23975175777196,0.8727575751612544,6,28,1
47.9872262016239,94.32113587278566,3,2,0,1,unknown,2.5042388785224046,aggressive,0.6469826186837487,0,3,0,0.9785004452055736,1.9997894727512566,0.4040256623114289,6,29,0
54.166125004134464,,6,1,0,0,unknown,1.6772065287028681,aggressive,0.6890092212548127,1,3,0,0.6929715205370693,6.574761922830556,0.6557417350144501,6,30,0
47.96586775541206,56.45796305954306,8,4,1,1,space,4.933239915106879,aggressive,0.6084418652305245,1,8,1,0.3740357932974313,0.642719928698342,0.7958445003378785,4,31,0
97.04556369017875,93.81507541136008,5,4,0,0,earth,0.5051511797024333,neutral,0.9854860576127037,1,5,1,0.24699481410337265,7.65610508650222,0.9536787823535113,2,32,0
59.730055505241324,85.96500940178223,8,3,0,0,unknown,0.36411728482617645,aggressive,0.2610005690799082,0,6,1,0.22216669413958967,3.0519667757325983,0.8692976908981886,4,33,0
38.84578142088199,83.07652435824679,5,1,0,0,unknown,4.960145452554579,aggressive,0.26625868051275836,1,5,1,0.956233185980343,2.305119612168335,0.7753065892571562,6,34,0
76.45089824206377,85.7360136175626,8,1,1,1,earth,2.1510688079478757,neutral,0.12633364142185965,1,2,1,0.41942094242085604,6.776436592896512,0.41288805922002114,0,35,0
35.58312700057955,100.0,9,4,0,1,space,0.09352638395181301,defensive,0.48568432586953236,1,7,0,0.48680668528643745,9.115586092578702,0.9828044677133638,1,36,0
64.1772719000951,100.0,6,1,0,0,earth,2.960569114315217,aggressive,0.09616170363092191,0,4,0,0.8368021855976281,0.4150495032113344,0.26471911233224843,1,37,0
20.806597522404488,64.69926985495057,6,3,1,1,unknown,,neutral,0.2701465968981037,1,6,0,0.9638641426555938,1.437366536260506,0.6612956791130491,2,38,0
33.436279022031385,99.35827489216729,5,3,1,1,earth,3.9428870146042314,aggressive,0.48268092877139157,1,6,0,0.004393351659994882,2.5572921194520406,0.13061710936408544,1,39,0
63.93722471738247,80.7475228463835,8,4,0,0,unknown,1.354694661604231,aggressive,0.9575956159300173,1,6,1,0.9902432590014992,9.27797085212018,0.6059277584311364,6,40,0
74.76933159990821,82.48643724206624,6,1,0,0,unknown,5.796748278319775,defensive,0.9638129938401674,0,6,1,0.07546152665562011,8.771591576206859,0.6898886752159903,4,41,0
63.42736562379941,49.61593752535007,4,1,0,0,earth,7.10332991147637,neutral,0.7437402341365558,0,5,0,0.8368349798169403,9.071724401179601,0.09029317123113656,5,42,0
57.68703435223519,72.44421351917705,8,4,0,0,earth,6.7553916216329535,defensive,0.3892501615756849,1,5,1,0.950318579479786,3.7837232175544044,0.29494847780371936,4,43,0
53.977926088214225,62.807646144951526,6,2,1,0,space,3.9376192128327245,defensive,0.8651612733765461,0,7,1,0.561113609215991,2.3163072235112905,0.6415246472074878,3,44,0
30.42956019265145,87.42088222339964,3,2,0,0,unknown,1.3759615117111401,neutral,0.8754558019076403,1,5,1,0.5517134981836469,1.9166105085742802,0.6021351000168109,5,45,1
45.60311583210583,91.06620750604208,3,1,0,0,unknown,4.994867734907227,defensive,0.9101973807965523,0,7,0,0.6690138959117162,8.819530956944394,0.6682116198327689,5,46,1
50.78722458080425,43.88270473475533,4,3,1,0,unknown,8.904317549370827,aggressive,0.640025048215213,0,5,0,0.35283148324680347,2.312225225204939,0.12444407378884348,3,47,0
81.1424445243783,74.66947703993594,6,2,0,0,unknown,,neutral,0.20179279560788044,0,7,0,0.16580340248419023,5.308390468025177,0.5153094166592148,6,48,0
66.87236579136923,91.82792257191377,3,1,0,1,,1.9568104974158762,neutral,0.09108077277068172,0,7,0,0.0664150693850275,3.3173928307862988,0.9276072885780782,1,49,0
24.73919689274532,72.19981556529832,9,2,0,0,earth,0.9305330309373039,aggressive,0.91477550404013,1,4,0,0.8811011853697828,4.989354383098174,0.9537709321969734,2,50,0
66.4816793878959,85.93595467503546,8,4,1,1,unknown,9.439266380988796,aggressive,0.05554610812160299,0,7,0,0.5473275443682957,3.4576701837420263,0.12672929923401932,0,51,1
52.29835439167367,80.26748201440626,7,2,1,0,earth,7.430094088769149,aggressive,0.29589005943799485,1,3,1,0.6940706153380712,2.92948716066363,0.8943973483278769,4,52,0
46.461559993880826,80.1249034792894,6,2,0,0,space,3.1296697270048233,defensive,0.4869617670377371,1,5,0,0.33205218363347244,4.273230012791755,0.5764772360310474,3,53,1
72.23352577681736,70.93027532897554,4,4,1,1,unknown,2.9535240620517444,defensive,0.02197669287347581,0,11,0,0.8070085418753884,3.329255367193565,0.7529177956482296,2,54,0
80.61999044991902,56.751287937964356,6,3,1,0,space,8.952184867225975,defensive,0.9069122586782439,1,4,1,0.3499212541120208,8.396913045761977,0.15064656453994163,0,55,0
78.62560238232398,58.17704778862459,5,1,1,0,earth,1.7756823480965112,defensive,0.28712099487223497,1,4,1,0.029761147667278,5.806566103482558,0.7378660886593417,6,56,0
43.21564953554723,85.64028771682976,5,3,0,0,earth,5.350372896565445,???,0.028504798920575225,1,6,1,0.336904428319615,1.7616702753944347,0.07107754276682554,5,57,0
53.81575248297571,75.29187383278325,3,3,0,0,space,7.135042751793014,defensive,0.9935899972265184,1,4,1,0.8503259011536208,2.3594569964635213,0.6330166251123246,0,58,0
66.62526862807128,72.92231633089163,5,2,0,0,unknown,3.9639035196568964,neutral,0.3113931808175153,0,5,0,0.8758884723866721,0.5355349765574913,0.6680689092489959,6,59,0
79.51090254244718,68.64164936516471,4,1,0,0,earth,0.39902342543088554,neutral,0.8767649074853728,0,7,0,0.9347186381577817,2.9968863346721673,0.6647318764082916,2,60,0
50.4165152430942,70.42216731778872,3,2,0,0,earth,2.277588137195216,neutral,0.4534744539208809,0,4,0,0.4994784641778429,6.695181578741386,0.05865745271947642,5,61,1
56.286820466723654,90.7036769173221,4,4,0,1,earth,9.018081374423737,neutral,0.663125901054999,0,3,0,0.956593249187142,1.8295836990856362,0.38419121282868296,0,62,0
,69.9713387719796,8,3,0,1,earth,5.231189668395544,neutral,0.24109014953735475,1,7,1,0.49917851075860287,0.9920235687545287,0.744395559826356,3,63,1
36.07586751838659,54.88402930047647,4,3,0,0,earth,8.154412464879698,neutral,0.502875326977022,1,2,0,0.15391545570976817,3.2101538605794913,0.796817809430813,1,64,0
76.25051644788397,86.1547766331026,5,4,1,0,earth,5.556855427906173,defensive,0.257651192425027,0,1,0,0.5020369667699922,6.125222334904881,0.41550807083918995,4,65,0
87.12480057141646,71.92685004202924,8,1,1,0,space,9.436020957123034,neutral,0.9510838812651036,0,2,1,0.868614221573772,4.7278004577405905,0.16201727999844373,3,66,0
58.55979756839332,75.47093798299164,5,3,0,1,unknown,9.091340755568451,aggressive,0.06094541241624629,0,3,1,0.7856898460646125,3.3219026147149835,0.4994465606955696,3,67,0
80.07065795784048,99.11367459599265,4,3,0,0,unknown,4.828880420104019,neutral,0.2746739275048474,0,2,0,0.43405317355858775,8.829517579338072,0.6502639411975205,4,68,0
67.23272050095268,74.6915916397424,5,1,0,0,unknown,3.182740254363494,aggressive,0.8931088765498787,1,8,0,0.21254335280400038,4.685576975122697,0.9204013326655268,1,69,0
47.09760490789751,79.33775509678088,5,2,0,0,unknown,6.016687873456102,aggressive,0.4800359575072838,1,2,0,0.581119607385256,4.550466704977024,0.6813444924505209,6,70,0
67.22791211016828,57.31614763052512,unknown,4,0,1,space,6.748876816694736,neutral,0.60008411190417,0,7,0,0.9312253687685574,0.31656757745424646,0.8226607569505274,1,71,1
90.76073132931938,71.7049582147356,6,1,1,0,space,4.983550923006316,defensive,0.6516933714956425,0,2,0,0.1774922165318118,6.393428315792702,0.26474710375408106,5,72,0
59.283479217800966,84.14289067812902,8,4,0,0,unknown,8.222832210950944,defensive,0.07092751177356338,0,5,0,0.8270402104171788,4.593448845012355,0.8332391348621488,6,73,0
91.29287311628012,51.669393992381366,8,4,1,0,earth,1.833285217848828,aggressive,0.01773874090858507,1,4,0,0.14732461083894277,1.450771388053902,0.611971263185051,0,74,0
7.605097918205111,78.01267639673564,9,3,1,0,unknown,3.3441183062403237,defensive,0.9378410517113066,1,3,0,0.919600876669749,2.437391820059849,0.5489895107023263,0,75,0
76.43805008750448,76.5118660896721,8,1,0,0,earth,6.86376357366453,aggressive,0.27150284529688073,0,0,0,0.6932561916418728,2.023637317843371,0.2668635741785069,5,76,0
61.74094136476342,75.6193118338116,9,4,1,0,earth,2.4668386538755724,???,0.38031311043552884,1,2,0,0.10918138040193748,1.2209822092568234,0.20389559973698568,5,77,1
54.01985299068265,90.55738347987365,4,2,0,1,space,4.398447446836339,defensive,0.6820931707235496,1,4,1,0.2024248126961845,4.355413669987871,0.5438768704674528,6,78,1
61.835215530710045,80.01657772272782,unknown,4,1,0,earth,9.637335466282927,defensive,0.23630387707272127,0,6,1,0.9269217193024352,3.6328705492272952,0.8914389720691791,5,79,0
20.248621707982146,97.17107847534666,9,3,1,0,space,6.258759726865741,defensive,0.7330713701675182,1,5,0,0.5075664399771513,3.6012304507586013,0.23537790963124505,5,80,0
55.60656224324976,60.096157266089456,7,2,0,0,unknown,9.490572346411257,neutral,0.45824218216326995,0,5,0,0.45349080168925926,2.5152816797829836,0.27869286667975324,0,81,0
67.14225143023492,77.03886850827521,4,2,0,0,space,7.224414032485758,neutral,0.8566098052873911,1,3,0,0.05827194171190042,4.364265335203408,0.9479209301607481,5,82,1
89.55788089483032,76.26700179584921,8,1,0,0,earth,7.246667696671729,neutral,0.2785406357654824,1,5,0,0.08403979141353457,5.475230041977442,0.02660718108552851,3,83,0
49.63459563452705,58.9611825936738,3,2,0,0,earth,5.918571736902056,aggressive,0.20382248046329854,0,5,0,0.691648590828578,6.115017717198315,0.4853891178393531,0,84,0
43.830127942136244,89.34442503137019,5,1,1,0,earth,1.422085948147268,neutral,0.831688353874872,1,8,1,0.7769338747885594,2.1982567077430213,0.5287671205474552,1,85,0
49.96485912830927,100.0,5,1,0,0,unknown,5.197142908862878,neutral,0.3263260649928337,0,4,1,0.8670065100330804,7.278433955652059,0.6757247861618243,6,86,0
78.30804235404148,74.74490888274254,7,2,0,1,space,2.52666200503471,neutral,0.411868646000505,1,4,1,0.5028098844705758,0.2702907122947895,0.19398580912968488,5,87,0
66.57502219319369,82.57531632410651,3,1,0,0,unknown,9.986725543512803,defensive,0.793707832687993,0,4,1,0.3285736002153776,7.504402332993583,0.5714127743182915,5,88,1
49.404795924659226,76.26777713722991,6,1,0,1,space,2.6696194010122056,defensive,0.635576537374575,1,7,1,0.6255226289404281,2.8296760079874304,0.10946530745882221,2,89,0
70.26534866226712,64.29622995139236,9,2,1,0,unknown,2.306858434614485,defensive,0.44172589043226906,0,8,1,0.6188801137224852,3.7000086235859397,0.2670082489571376,3,90,0
185.82465296088242,47.68859583296975,4,3,0,0,unknown,6.2388315512404455,defensive,0.249890508904558,1,10,1,0.034666398304283086,5.807113302772585,0.015107967300375225,3,91,0
79.37289981065778,64.41339775356953,6,4,0,0,earth,5.109488132196302,defensive,0.7642009688517643,0,6,0,0.9388028010647655,6.104513937107406,0.4534105009922794,2,92,1
45.95893812245295,54.120624285724034,3,1,0,0,unknown,0.2135291325451416,neutral,0.18043103449005704,0,3,0,0.6425602731343016,4.211546574694209,0.1751103454610301,3,93,0
53.44675706804463,100.0,7,1,0,1,unknown,1.2953317899246986,neutral,0.9282796005864281,1,5,0,0.006468570633063275,9.378989473833016,0.09675363947139493,2,94,0
52.15783693735685,73.27335459115142,3,2,0,1,space,8.110429418275126,defensive,0.15031606912299722,1,4,1,0.9596342034927603,8.583254235431847,0.34430910791958846,3,95,0
30.72970103735763,69.81121006429244,7,4,0,0,unknown,4.836919551475606,defensive,0.8049336919472961,0,2,0,0.9526509531420055,2.250365587917856,0.0792176872360113,2,96,0
65.92240554129152,88.33730737181709,6,4,0,0,earth,1.4601521482301438,neutral,0.4242488667281338,0,4,0,0.9459197516154674,5.889101939673084,0.6644132556462212,2,97,0
65.22110544359779,58.17373345716168,6,1,0,1,unknown,4.652425628357336,neutral,0.18600623293351204,0,2,0,0.8888987846473282,7.20985007406537,0.20086803530988218,1,98,0
60.102269132849216,63.49703942993172,3,2,1,1,space,2.531490830824037,defensive,0.4023789382367712,0,6,1,0.1846360227964413,2.1694358247661585,0.710272791926568,2,99,1
55.308257332497064,76.02108403872931,3,3,1,1,space,2.2359146111234374,aggressive,0.22155181619993358,1,6,1,0.977172891814941,0.18450424844707047,0.8398567506642982,5,100,0
31.692585158991715,90.43153487135221,9,4,0,0,unknown,9.577252764451044,defensive,0.13599365083584736,0,4,0,0.7619324502242647,9.756045404654854,0.7412986191445905,5,101,0
51.58709354469282,82.52527567753182,5,3,0,1,unknown,3.62024526857741,neutral,0.23915539893055848,1,3,0,0.64075702348231,9.583484151487399,0.7628510761342642,2,102,0
53.14570966946461,78.72487713773823,7,2,0,0,space,0.4643110467233913,aggressive,0.8673984725382526,1,6,1,0.942670611473961,3.203476918664653,0.643765459535165,4,103,0
43.95445461556762,76.17176602854025,5,3,1,0,earth,9.703266726373027,defensive,0.10594238747982421,0,7,0,0.3810872729454974,2.3911482749539372,0.3763004059357873,3,104,0
56.77428576667982,81.00353783290163,4,2,0,0,unknown,7.9483957477215785,neutral,0.9725395877678907,0,8,0,0.9313689922696031,1.5461468783098642,0.3485446658559187,5,105,0
68.08101713629077,78.02479357693882,4,1,0,0,earth,2.544133065641585,neutral,0.004998453687676818,1,2,1,0.6056845026259208,6.8714575041406425,0.5689420405848188,3,106,0
97.7237180242106,59.550415878345966,3,3,0,0,earth,4.088918347053914,neutral,0.6582381543912431,0,4,1,0.5792973662021897,7.5529167176125975,0.2480485469375091,0,107,0
63.49155625663678,75.69118832449728,6,1,0,0,unknown,8.622895745951284,defensive,0.856511984838086,0,1,0,0.6459514170211503,4.204023104998903,0.3446474663634076,2,108,0
65.15100781445528,58.89467011623371,4,1,0,0,earth,3.5741351932327428,defensive,0.9339576481267643,0,3,0,0.754160342392499,2.4280941318196856,0.15529984181451506,2,109,0
58.511081684676654,76.21623814351236,4,2,0,0,space,5.674040420065989,aggressive,0.14398559345675455,1,5,0,0.44492010132637816,4.487237827480094,0.7801372992420155,6,110,0
21.62457569401917,67.79028087767638,5,3,0,0,earth,,neutral,0.6982084964523401,0,5,1,0.9806043039893497,5.163593521055133,0.7356243593276769,3,111,0
59.46972249101566,100.0,5,4,0,0,space,4.012945486287997,neutral,0.1073492161556473,1,6,0,0.08851879343912283,5.434038725926919,0.5032560828982361,5,112,0
61.204604198820526,74.40158424372432,9,3,1,0,unknown,6.395019018137162,aggressive,0.3526114938744336,1,4,0,0.913824031342217,4.433674540410281,0.3695730159274041,0,113,0
100.0,53.93640650607617,9,4,0,1,earth,4.732907373018863,defensive,0.7319263575069936,0,5,0,0.6574231048788173,0.037337484044096536,0.6966741284489929,1,114,1
56.15278070437755,72.98729683984614,4,1,0,0,space,0.2123049167397284,neutral,0.3459732261630669,1,5,0,0.9099164961497345,4.717777841621108,0.08467676979255756,2,115,0
66.03094684667225,82.79038118456832,3,1,1,0,space,8.143831076479376,aggressive,0.3133747282810678,0,7,0,0.3687600225882913,3.4727188921283823,0.04774917118670963,4,116,0
59.305764605895135,100.0,5,2,0,1,unknown,1.131557827537193,neutral,0.1160546188024082,1,2,1,0.8289987336487743,5.565619975449766,0.6997672121088118,3,117,0
36.626439247609355,66.15821400091923,4,4,0,0,earth,4.640899308913634,defensive,0.066438094328088,0,6,0,0.6159881073123691,0.6937858514481698,0.5500628796785383,0,118,0
82.85645629030041,51.2635803896454,6,3,1,1,space,5.799007909274971,defensive,0.11527799128175709,0,4,1,0.8311088481388819,8.791892607217802,0.7332374857868924,6,119,0
75.03866065373549,87.25255517146472,5,2,0,0,space,7.055060541932908,aggressive,0.8754747749452244,1,4,1,0.32502237663751665,8.754410151081956,0.2795753303784779,2,120,0
75.82063894086093,54.29101941150523,4,2,0,1,unknown,4.107965352879495,aggressive,0.01119852538092525,1,3,0,0.9173011624739212,5.641154327951005,0.10829609260459916,6,121,0
41.81225090410522,68.45766837738772,9,2,0,0,earth,7.355484870305315,neutral,0.6928658695352891,1,4,0,0.9242408714264241,7.371196710590104,0.4299618963508146,5,122,0
88.05588621872198,71.13569271733509,7,3,0,1,earth,1.3135008471857024,defensive,0.7686242298882978,1,11,0,0.47482329151389013,4.379037406145611,0.42669214932388444,0,123,0
31.962978744154384,73.95549820049838,5,2,0,0,space,6.5344554827077905,defensive,0.5678883041274289,0,3,1,0.40031487516572173,5.902998442921731,0.7590513799259102,4,124,0
71.73714187600541,85.33746685611503,7,3,0,1,earth,8.26338927585703,aggressive,0.7307753611831486,0,2,1,0.5751940900016533,6.17674180871306,0.12213558652788037,0,125,0
,64.74548576570419,5,2,0,0,earth,8.894439728375012,aggressive,0.6522696690251003,0,5,1,0.20018440038525742,3.5388858409133253,0.9460755006055548,3,126,0
40.18927349738623,70.89406121749859,5,4,1,0,earth,5.795664959538892,neutral,0.45555848909469265,1,2,0,0.49620959761420713,9.608721732981321,0.05599626553470405,1,127,0
48.67404540794456,74.78594470575918,9,1,1,0,earth,3.128951980750373,defensive,0.3827104278762671,1,5,0,0.8968207949077863,6.026036962161995,0.31293634499958156,1,128,0
61.993027301752825,77.24396936278183,8,4,0,1,earth,1.6335651171362642,neutral,0.9413319884051735,1,9,1,0.36517599890673413,9.9053151621921,0.7030045248755032,1,129,0
49.93048691767601,76.46740762061884,8,4,0,0,earth,3.4555875287744486,neutral,0.971937992570468,0,7,1,0.7360487961540692,4.32370768138033,0.7174625826779129,5,130,1
28.986731378677348,81.5400866283387,7,2,0,0,earth,5.3997437315443975,aggressive,0.6512714036250297,0,6,1,0.6231227355433323,0.3232076758751168,0.5670571074836113,5,131,0
61.371259496120544,87.65759264462606,3,4,0,0,space,1.9633022399156053,defensive,0.19729883989847175,0,11,0,0.26139012625371216,3.02436983039481,0.07094641852321204,0,132,0
38.7539257254779,80.88951173476453,4,4,0,0,space,9.52514905693093,aggressive,0.4478991624377875,0,2,1,0.5317653811728654,6.50787732205722,0.8563604652049807,5,133,1
69.47184861270364,81.80378285263828,3,4,0,0,earth,8.971354288729094,neutral,0.49653749008260706,0,7,0,0.8525911616179452,9.103434978525973,0.6347287228981132,2,134,0
41.61151531532394,51.266652498802834,3,2,0,0,earth,0.3295719486543125,neutral,0.7579700524606616,0,6,0,0.5549188856409508,6.151642441988125,0.7588250911777947,2,135,0
90.99868810035079,75.75341548748521,8,3,0,1,unknown,5.619617982303888,defensive,0.6677771313223193,0,5,0,0.6968444087610562,4.717636653944553,0.38623017522726244,2,136,0
44.334934153275256,82.19261322002413,4,1,1,0,space,7.893087902466132,defensive,0.5148144294278951,0,4,0,0.7753892121660251,0.8074303899653612,0.24337211559862637,4,137,0
53.55876967588649,85.93411791855675,8,1,0,1,unknown,2.45391959934007,defensive,0.680364557787157,0,7,1,0.04939962994200664,1.447563915770822,0.7200943668252328,2,138,0
76.27034434739339,64.61473838649309,8,3,0,0,space,5.2389623239274385,defensive,0.02405684673377395,0,5,0,0.05125440234938228,0.5346937965202181,0.8155164595656521,3,139,1
35.3827136713209,65.11441087667032,9,3,0,1,unknown,4.05991882409379,aggressive,0.7766353218843638,1,4,0,0.11495998239468186,7.111823954476042,0.812520428172812,0,140,1
64.54919869208258,66.38848987074603,8,4,0,0,unknown,1.9654626421807642,aggressive,0.2116322340069443,0,3,0,0.16300033516595158,8.310913992698632,0.7171763970952258,3,141,1
86.14285508564856,83.04620849837015,6,1,1,0,unknown,6.147373838758226,aggressive,0.6564091395611491,1,7,0,0.8114426469054267,1.6443895141832854,0.13894887560990854,6,142,0
27.85033530877545,90.50821582386313,3,3,0,0,space,9.93692175406831,aggressive,0.11397325213700915,0,9,1,0.43558604362180775,3.252323451535064,0.22178954887289815,1,143,0
63.692677170646085,68.88809839062597,9,4,0,0,space,3.6528726027994485,neutral,0.11446083592470147,1,2,1,0.18526274769576856,4.791076568779701,0.5004379321713418,6,144,0
65.19765588496847,88.61943470440573,9,1,1,1,earth,5.52379008264467,aggressive,0.035657643836702,0,7,0,0.531802205908726,1.4278653902177851,0.5073500947445232,6,145,0
75.6364574355462,76.85219713746892,3,2,0,0,space,3.2785468162150053,aggressive,0.9102328101535118,0,3,0,0.7633402314750228,4.161913005440768,0.4885363774059306,3,146,0
